cmmcc_0,cmmcc_1,cmmcc_2,cmmcc_3,cmmcc_4,cmmcc_5,cmmcc_6,cmmcc_7,cmmcc_8,cmmcc_9,cmmcc_10,cmmcc_11,cmmcc_12,cmmcc_13,cmmcc_14,cmmcc_15,cmmcc_16,cmmcc_17,cmmcc_18,cmmcc_19,cmmcc_20,cmmcc_21,cmmcc_22,cmmcc_23,cmmcc_24,cmmcc_25,cmmcc_26,cmmcc_27,cmmcc_28,cmmcc_29,cmmcc_30,cmmcc_31,cmmcc_32,cmmcc_var_0,cmmcc_var_1,cmmcc_var_2,cmmcc_var_3,cmmcc_var_4,cmmcc_var_5,cmmcc_var_6,cmmcc_var_7,cmmcc_var_8,cmmcc_var_9,cmmcc_var_10,cmmcc_var_11,cmmcc_var_12,cmmcc_var_13,cmmcc_var_14,cmmcc_var_15,cmmcc_var_16,cmmcc_var_17,cmmcc_var_18,cmmcc_var_19,cmmcc_var_20,cmmcc_var_21,cmmcc_var_22,cmmcc_var_23,cmmcc_var_24,cmmcc_var_25,cmmcc_var_26,cmmcc_var_27,cmmcc_var_28,cmmcc_var_29,cmmcc_var_30,cmmcc_var_31,cmmcc_var_32,delta_0,delta_1,delta_2,delta_3,delta_4,delta_5,delta_6,delta_7,delta_8,delta_9,delta_10,delta_11,delta_12,delta_13,delta_14,delta_15,delta_16,delta_17,delta_18,delta_19,delta_20,delta_21,delta_22,delta_23,delta_24,delta_25,delta_26,delta_27,delta_28,delta_29,delta_30,delta_31,delta_32,delta2_0,delta2_1,delta2_2,delta2_3,delta2_4,delta2_5,delta2_6,delta2_7,delta2_8,delta2_9,delta2_10,delta2_11,delta2_12,delta2_13,delta2_14,delta2_15,delta2_16,delta2_17,delta2_18,delta2_19,delta2_20,delta2_21,delta2_22,delta2_23,delta2_24,delta2_25,delta2_26,delta2_27,delta2_28,delta2_29,delta2_30,delta2_31,delta2_32,chroma_0,chroma_1,chroma_2,chroma_3,chroma_4,chroma_5,chroma_6,chroma_7,chroma_8,chroma_9,chroma_10,chroma_11,tonnetz_0,tonnetz_1,tonnetz_2,tonnetz_3,tonnetz_4,tonnetz_5,spectral_centroid,spectral_bandwidth,spectral_rolloff,zero_crossing_rate,rmse,tempo,label
-2.598664968,46.39296508,62.42413996,-141.0144569,-0.260949615,-75.24622737,53.39346678,-48.75738453,62.1794317,-31.86521501,36.3884998,-25.40235764,29.0196693,-5.135410354,23.32537387,4.636982633,4.375262819,5.232499811,0.139870284,6.949124157,-4.26162957,1.370887198,-1.239308267,-0.433832119,2.660617517,-2.844906591,4.511861151,-3.999671178,6.862873212,-0.850220794,6.376793273,1.523170488,4.617807498,0.241173939,29.04607473,432.038197,609.1630596,472.0062605,402.9465246,252.5305839,499.4156107,626.8970013,463.4446733,615.3401254,597.4576445,250.2808978,262.8067586,241.0791281,140.6529429,126.7479356,146.2612841,138.6164736,76.34565404,37.55661634,15.29302037,0.824877016,0.183729749,3.89469618,8.757460834,9.271436547,9.480640961,14.38879264,27.1370818,22.21989229,41.70944036,36.04810685,0.356137016,0.356137016,0.356137016,0.356137016,0.356137016,-1.259971401,6.244579507,11.13241225,4.158938673,3.804016625,-0.821051942,2.385101233,-2.126156453,1.778925558,-1.543439428,0.742537324,-2.377451366,-0.939115494,-2.060236255,-0.820861622,-0.536569518,-0.608182919,0.002427435,-0.366772849,0.624626673,0.169027966,0.607749782,0.421948689,0.46353843,0.46353843,0.46353843,0.46353843,0.46353843,9.538572084,9.538572084,9.538572084,9.538572084,9.538572084,7.356814914,4.548572338,-9.825709956,-1.06180978,-4.586291129,2.785852609,-2.044857864,2.454483767,-2.340701762,0.338553451,-1.89827046,0.569075103,-0.532589938,0.973313521,0.038745076,0.396500488,0.217385038,0.391000711,0.174551612,0.066621469,0.052765443,0.183536543,0.02153097,0.113907384,0.113907384,0.113907384,0.113907384,0.113907384,0.318107784,0.298837334,0.310803175,0.255340815,0.278306752,0.485329121,0.269225717,0.198723048,0.19414632,0.266292006,0.40983808,0.330161124,-0.044034453,0.068475719,-0.078604617,-0.093134087,-0.013822065,-0.029320253,690.5300405,1358.845323,749.7401687,0.036044824,0.020141035,99.38401442,classical
-3.243659232,26.99508487,52.97331242,-109.1904381,8.127820414,-49.37142865,63.24789236,-33.44597974,47.68353074,-32.46626448,23.9047542,-24.82194221,22.50251901,-1.964218561,14.29884306,-2.764649054,0.239266642,2.29920303,-1.044698876,2.703055835,-1.60345744,2.746252189,-0.081480176,-0.675603666,2.003243742,-1.184485433,6.074316622,-1.35071711,10.01998879,1.310312009,4.126362527,-5.499720047,-0.644396084,0.689948168,100.8414539,1173.07711,1416.96594,1496.77162,483.0074722,830.6571699,667.7534373,792.8760958,864.0241782,546.270458,685.6069889,536.7266181,370.5275387,249.5475434,245.9171713,199.2254324,143.8829943,150.2808589,71.95263967,26.13385264,9.419736046,2.047140529,0.602140205,3.269709392,9.090493225,18.33401975,27.33767151,21.51085657,25.084006,23.49022049,32.18169408,18.59568366,1.712562257,1.712562257,1.712562257,1.712562257,1.712562257,-0.785095896,3.482252626,6.717512528,0.89067821,1.01436698,-2.401143582,1.369551939,-1.617105146,1.732938629,-1.06268853,0.565426755,-1.80075524,-0.320226237,-0.737836409,0.128821348,0.001685368,-0.167104462,0.343416412,0.017357985,0.766759814,0.454691536,0.644272938,-0.066530702,-0.41285237,-0.41285237,-0.41285237,-0.41285237,-0.41285237,6.065770187,6.065770187,6.065770187,6.065770187,6.065770187,3.174323965,1.855922583,-8.853531774,-0.415774303,-2.03176931,4.021110899,-1.29234183,1.72057902,-2.253929932,0.205415537,-1.43649099,1.055064244,0.170921372,0.746161225,-0.313049074,0.048908725,-0.009910855,0.24824584,0.081189301,0.409189549,0.185573824,-0.123104081,-0.817310135,-0.627835554,-0.627835554,-0.627835554,-0.627835554,-0.627835554,0.207365617,0.258234769,0.212739363,0.361664027,0.251785785,0.119389348,0.184054285,0.329605699,0.602616191,0.381750584,0.190540656,0.165762976,-0.075863643,-0.06527004,0.02293108,0.163730089,-0.014047551,0.004721315,1118.450246,1945.015064,1875.678552,0.042287875,0.012558122,117.4538352,classical
-2.340360511,33.35474676,27.79784211,-153.5230072,23.89158721,-64.69623593,71.83043291,-36.25537289,85.84640166,-1.042749299,62.32315943,-6.402000316,36.2768383,-16.82441697,-0.579172236,-16.98747961,-10.35989604,2.121016809,2.626530841,11.26289175,-3.329818713,0.633475392,-1.659124048,-0.399713829,2.493607855,-1.801483849,5.043721234,-5.11463635,4.79854556,-0.412487334,6.000421935,-3.303203591,-0.235834705,0.613212545,51.47290433,940.7977087,711.9568614,961.5517175,1319.734549,836.4150275,629.3007328,809.4110758,1093.620721,951.0176948,504.7224391,728.690048,899.6670755,493.5021705,517.9804419,528.7033116,264.854794,177.1317425,108.2221062,30.67788389,10.89085099,1.20646347,0.311436844,3.415460875,8.084396889,14.1416282,17.49240397,27.25746839,34.79453848,42.52941799,43.43376703,48.57292529,5.346810709,5.346810709,5.346810709,5.346810709,5.346810709,5.317163477,12.46487558,14.0850281,4.010363131,2.016833248,-5.597398843,-3.996913417,-9.481441028,-4.390351185,-5.110899905,-0.036353506,-0.810746655,2.18444666,1.195751456,1.392032445,0.410851625,-0.629054801,-0.315178355,-0.685111319,0.454550707,0.138490438,0.531609772,0.023988342,-0.146789651,-0.146789651,-0.146789651,-0.146789651,-0.146789651,10.28730294,10.28730294,10.28730294,10.28730294,10.28730294,6.244855092,1.824875603,-11.48026803,-2.097533408,-7.970986904,-1.024700422,-4.97651924,2.516820315,0.672463614,4.691936345,2.276557356,2.872586128,-0.748627113,-0.752575043,-1.745265012,-0.761013138,0.064989155,0.685920205,0.405412529,-0.064442314,-0.042914502,0.160678191,-0.198133156,-0.136099822,-0.136099822,-0.136099822,-0.136099822,-0.136099822,0.258513778,0.45407328,0.558130026,0.359755009,0.212312654,0.218969151,0.215566352,0.153784692,0.133932546,0.190365359,0.24112159,0.217072174,0.01725451,0.004838233,-0.039893296,-0.153313271,-0.015552853,-0.01698911,829.0091478,1326.064871,1014.083969,0.047507915,0.029224372,123.046875,classical
-2.31128035,36.67189776,32.34458577,-150.9656363,22.66194346,-73.26423715,69.40020971,-32.93298351,77.14029174,-24.07640207,41.87213873,-17.97583697,43.78022776,9.462130367,28.36267542,0.849200507,-5.743332019,-4.903665566,-8.806181546,4.560078393,-4.414733325,2.629773826,-0.925585681,-0.372977607,3.434780206,-1.349599265,5.351762269,-3.437424377,5.325064843,-3.043627337,4.643030015,0.067842772,2.116639101,0.546205037,95.2447275,741.6017468,842.4734072,865.0765537,1329.194971,695.7233347,1028.67423,846.7601392,582.3454467,738.8788486,661.3635994,597.3812901,532.1119975,345.956581,370.0470553,277.6436893,214.8016056,165.715372,152.809899,40.16427832,13.07489451,2.164295247,0.525749687,5.596796447,14.15357776,16.34288373,14.46777323,21.71710588,36.93394797,36.9904193,63.85938025,56.88072049,4.346738193,4.346738193,4.346738193,4.346738193,4.346738193,2.903291506,9.467764411,11.59509225,3.402312953,4.144861071,-1.626405973,0.96301735,-4.272310776,-0.73204906,-4.519280272,-2.174219429,-4.792943004,-2.021712436,-1.661506385,0.483714226,1.068923332,0.742703102,0.859983632,-0.104815077,0.538927872,-0.135892743,0.265920963,0.032887956,-0.034065096,-0.034065096,-0.034065096,-0.034065096,-0.034065096,10.09977345,10.09977345,10.09977345,10.09977345,10.09977345,5.390660431,1.021005829,-11.54204852,-0.524079637,-4.607378009,3.210272607,-2.466416604,1.177000877,-3.976621464,-0.608551982,-1.23117637,2.657424028,1.749674725,2.285325689,0.256270425,-0.124793585,-0.450212304,-0.186719877,-0.016113931,-0.119016193,-0.157332392,-0.033684842,-0.06409278,0.151917076,0.151917076,0.151917076,0.151917076,0.151917076,0.300449342,0.229348615,0.250374138,0.218705252,0.116946906,0.132845417,0.155433476,0.304889083,0.232037172,0.210988134,0.369197994,0.318267226,-0.029664343,0.064383119,0.120836442,-0.06359647,0.012314695,-0.021903893,795.5192462,1296.707146,1008.455026,0.045021948,0.031763878,135.9991776,classical
-2.582273108,27.01892227,37.76511775,-123.3330054,12.53996325,-74.3404298,63.03779681,-38.30076545,56.64343178,-24.59469474,30.19649469,-17.78268301,26.32025225,-8.426876187,7.241938321,-5.746802092,-2.819380292,4.616011834,1.116735827,6.822753756,-3.073833028,1.44378197,-0.942015969,-0.425962148,2.076203598,-1.991729516,3.667076115,-4.017081637,4.149296773,-2.826973949,5.17711869,2.219573077,3.785907367,1.762477255,379.6527222,1780.750071,2858.229708,1160.718424,2504.815113,945.9937874,1042.200764,1053.693533,715.699787,719.4819259,491.0383379,549.2980143,357.9787179,363.5999297,234.4920814,142.4571012,172.4597854,105.8726222,68.61440918,27.2632757,7.813231039,1.315545331,0.366063311,4.713364901,6.581730352,16.91530146,18.25784131,20.80455525,39.01063517,41.98518599,47.70941453,46.96408455,2.341361502,2.341361502,2.341361502,2.341361502,2.341361502,1.179046458,6.503117352,9.471133149,2.880297714,2.801513476,-3.123268559,0.174512795,-3.631014604,0.379810821,-1.745369032,0.64726092,-1.228584039,0.62684244,-0.157770475,0.273007069,-0.084001029,-0.598636281,-0.130195992,-0.449823626,0.336039086,-0.123340865,0.323238958,0.3116103,0.394715262,0.394715262,0.394715262,0.394715262,0.394715262,8.090834107,8.090834107,8.090834107,8.090834107,8.090834107,4.813409219,2.095472879,-8.937594482,-0.792848268,-4.821851713,2.366915905,-2.439594742,1.979075673,-1.258760078,1.499373474,-0.096492711,1.403490321,-0.515871851,-0.050587316,-0.759372177,-0.155694384,0.18192628,0.383727969,0.165223278,-0.02191322,-0.083409576,0.161940666,0.188327453,0.277799703,0.277799703,0.277799703,0.277799703,0.277799703,0.490782589,0.364588529,0.365030289,0.324872255,0.440176457,0.388820261,0.260569721,0.337607026,0.203659281,0.173580185,0.286697656,0.470337272,0.043673265,0.031887261,0.069575639,0.055912479,-0.004318225,-0.027608122,1117.675441,1701.520038,1992.770549,0.046357263,0.031705387,143.5546875,classical
-0.951728977,-1.258271944,-30.29710468,-103.8575126,76.26031694,-98.78227746,81.13463104,-50.89627668,56.91141264,-22.82282132,20.62773056,-29.31924857,7.509554523,4.763403303,4.628001015,8.54753445,0.670148198,0.166903995,-10.05749211,2.250066372,-3.772832734,3.301627477,-0.080034737,-0.416594019,1.431421317,-2.609963065,1.456555283,-0.971135458,6.674534232,-0.40435848,-0.00500907,-1.925530822,4.862526415,0.367131474,231.2650047,231.8533214,354.5039406,451.7049719,431.0601642,794.4669934,772.7431424,1082.544654,997.1657713,830.7883654,537.8054068,412.6817644,600.3569356,322.017383,427.2939059,221.4661669,172.8558259,119.4331967,50.30054541,30.27489595,8.384088754,1.343185752,0.382557434,5.817505161,15.75337386,32.06411424,34.54933803,43.03001431,48.9952853,69.32145202,71.45655084,55.16759248,5.174620981,5.174620981,5.174620981,5.174620981,5.174620981,4.769402341,7.599860118,4.315849849,-2.659238477,3.336297794,-4.072460394,2.049654715,-2.146179961,1.748969445,-0.736285241,1.007087808,-1.507019609,-0.906203017,-0.68954439,-0.425882606,0.371684571,0.361979154,0.636106464,-0.125139472,0.497516501,0.072596903,0.207697712,-0.011930838,0.223689423,0.223689423,0.223689423,0.223689423,0.223689423,5.87610213,5.87610213,5.87610213,5.87610213,5.87610213,0.10820626,-2.816094914,-7.373916449,1.622820864,-4.831177453,4.408910008,-1.087580991,3.414651779,-1.343535349,-0.632864327,-2.329511577,0.077077942,0.652971861,0.855346345,0.853166817,0.258169243,-0.311666084,-0.588872491,-0.001252994,0.236735857,0.306256544,-0.089238029,-0.325294048,0.049269311,0.049269311,0.049269311,0.049269311,0.049269311,0.427274197,0.182827562,0.181977198,0.11545869,0.320467174,0.537899911,0.228534222,0.310312688,0.212390199,0.405288696,0.352319479,0.239021376,0.035519527,0.170520469,-0.153486245,0.069875183,-0.004885659,0.002967279,1559.920075,1616.17629,2813.42207,0.095172549,0.05735519,161.4990234,classical
-1.673666442,13.85840756,-12.85443309,-94.06090882,89.67882911,-88.80634329,91.63464114,-45.96966419,57.46018663,-25.33840219,19.85819107,-35.95190005,0.750238405,-7.272589143,6.201530817,14.18429862,2.218645214,1.12474672,-10.04118285,0.028675683,-6.055751003,3.451554265,0.102726195,-0.570564271,1.50910849,-2.228373093,2.075110473,-2.038302312,3.942444138,-3.333309389,1.258808363,2.067325026,5.493020314,0.194424436,181.54907,347.2158387,319.6786077,577.3599193,456.2745313,732.123447,1005.326127,653.8764577,577.6883032,552.1571989,440.8519232,364.7787339,406.0110724,312.1834181,287.9389337,226.567305,149.1286204,92.07119777,65.14368249,27.44948049,12.79707969,1.590800188,0.393387184,6.329496156,15.56652449,24.21967023,40.03206597,63.72287243,36.18491486,83.53452363,57.97759497,83.1214702,4.521398518,4.521398518,4.521398518,4.521398518,4.521398518,2.538248691,5.256956845,1.928925811,-5.334544521,0.598589018,-5.827910175,1.731059287,-1.683867881,2.644294131,0.267102434,2.072663755,-0.847752373,-0.574105763,-1.23730525,-0.945469361,0.26311028,0.436639868,0.880027123,0.102853334,0.43016951,-0.299829581,0.023213923,0.157635298,0.431585506,0.431585506,0.431585506,0.431585506,0.431585506,4.376988762,4.376988762,4.376988762,4.376988762,4.376988762,-0.422418007,-2.940049297,-7.739524528,1.79609724,-4.752787477,5.510400342,0.400918651,4.554680389,-0.697038921,-0.506914696,-3.135353071,-1.024180099,-0.236329236,1.107970755,1.372073843,0.540508972,-0.117144186,-0.547848749,-0.237899097,-0.106715923,0.078211517,-0.003864278,0.095770123,0.391189254,0.391189254,0.391189254,0.391189254,0.391189254,0.408150226,0.177695453,0.211700574,0.11443191,0.274917573,0.444344133,0.23193033,0.322424769,0.197470248,0.372066855,0.343451083,0.236852944,0.054594164,0.160091071,-0.121656836,0.043401187,0.002920215,0.012933752,1349.562247,1523.356188,2443.743769,0.079253372,0.02913211,117.4538352,classical
-1.870019858,13.30266812,-5.2220044,-92.48342387,70.10325403,-99.02776879,77.6634297,-48.66154181,42.82034009,-33.57979283,26.06849459,-19.58218011,13.35107093,-0.230614107,4.323500586,4.139187495,-4.157926034,-1.578296984,-8.38867007,6.028219138,-1.441616217,3.607163358,-0.216082593,-0.385147222,1.868383194,-1.249958619,3.513265584,-1.63944947,4.800985247,-0.83016738,0.808768372,-2.947267351,0.878898941,0.899517348,328.5478328,720.6660583,692.4398483,602.0967197,875.9018004,573.9605832,736.6394824,609.2717755,531.9187532,475.7580739,547.6189678,361.872075,390.4497249,345.5247104,245.8853822,216.0393147,131.7678151,135.1571438,82.51391827,36.42171063,11.43937614,2.00283509,0.531190973,6.252810741,15.50703158,22.57674004,29.25044049,38.98419922,52.56216317,37.99430633,61.81167357,58.66344898,2.534922221,2.534922221,2.534922221,2.534922221,2.534922221,0.863352157,4.961221469,4.259225984,-1.279668127,4.060973672,-3.216797649,2.494888875,-1.648242425,1.262364773,-1.90775336,0.434093027,-1.192267911,-0.039948688,-0.111921156,0.184102767,0.69348009,0.341388569,0.473348293,-0.390596787,0.263740872,-0.059364026,0.137334277,-0.188333714,-0.227492926,-0.227492926,-0.227492926,-0.227492926,-0.227492926,4.70387585,4.70387585,4.70387585,4.70387585,4.70387585,0.634437956,-0.529610083,-5.365297464,2.636995562,-4.536142368,4.083119733,-2.001352364,1.521912289,-2.17178361,0.260716079,-0.900219328,0.965785076,0.602241104,0.662669313,0.226871473,-0.311650359,-0.46307387,-0.339675888,0.212431369,0.155601735,0.128913685,-0.143749615,-0.360345917,-0.088894312,-0.088894312,-0.088894312,-0.088894312,-0.088894312,0.287479043,0.244817853,0.29629764,0.223371089,0.265939415,0.303480297,0.20706062,0.276379824,0.320166886,0.56175977,0.360999674,0.244685858,0.074505361,0.059420633,-0.112493389,0.008633187,-0.005553518,0.025943463,1355.763313,1615.670069,2522.16593,0.070837789,0.031924274,151.9990809,classical
-1.329366871,9.459902217,-14.49090044,-97.24894827,66.30817182,-112.7160611,79.77331528,-48.48079008,46.2254421,-31.25672833,27.99524547,-13.08607177,11.89573185,-6.897890354,1.397069977,7.921558724,-5.690475497,-3.19261526,-7.657239398,8.385590898,-1.185015691,2.710620997,-0.619885999,-0.274109511,1.619590279,-2.465104223,1.837733113,-1.73686244,3.009075759,-3.627718769,1.598237529,2.870988019,3.471261041,0.645696835,270.1092253,385.8849429,608.5141481,485.7750902,680.0783879,441.0255368,459.2868871,468.1644638,438.111866,454.2908452,482.5043,489.6953003,438.166503,466.1352333,419.8403322,303.3344887,366.5193623,221.7444676,84.85490209,53.45077755,16.14903192,1.973161532,0.486627363,4.945130908,12.29434035,18.89680665,33.73250945,48.75518997,43.34896119,71.50787643,69.00407944,70.40921828,3.157641293,3.157641293,3.157641293,3.157641293,3.157641293,2.171399421,6.53318425,5.851391988,-0.084864496,4.536652878,-3.987417432,2.06237402,-2.285616313,0.711931475,-2.221375593,0.459179027,-0.594922319,0.494151481,-0.051858522,0.01179653,0.773258621,0.233104368,0.134204769,-0.658892352,0.102635983,-0.286230614,0.038647985,0.18937409,0.350751871,0.350751871,0.350751871,0.350751871,0.350751871,5.854818821,5.854818821,5.854818821,5.854818821,5.854818821,1.187455646,-0.599148966,-5.302678352,1.90037848,-6.172271727,3.493665205,-1.977249184,1.814517474,-1.850978248,0.780362658,-0.230872842,0.852408621,0.096422293,0.467650522,0.338568225,-0.512922391,-0.625758943,-0.333338401,0.383672082,0.134896197,-0.005062872,-0.004912364,0.208488041,0.322323861,0.322323861,0.322323861,0.322323861,0.322323861,0.48628366,0.24235782,0.213669896,0.143673837,0.223794907,0.311314344,0.189329207,0.224638164,0.14193061,0.23999238,0.26693809,0.340061516,0.041662507,0.120674784,-0.045123184,0.070578715,-0.013174518,0.014866396,1397.389288,1574.415538,2616.092662,0.07586297,0.0516711,143.5546875,classical
-2.189155701,20.73663518,15.24425704,-69.05197122,80.56137141,-93.24993168,78.07295918,-38.14328704,39.33929085,-45.15241763,26.54539044,-8.834159234,15.01215611,-12.38415545,-4.597847794,-3.534967569,-9.348335975,3.272060147,-0.045580643,7.270219771,-4.299800421,2.291677228,-0.025366095,-0.544328817,2.07278035,-1.064532472,2.623218076,-3.379853011,4.47453579,-2.1317099,-2.291683159,-1.468700717,5.551715705,0.565483066,377.7818696,369.9050056,845.2510531,951.8244903,1106.847706,802.380787,640.7969,529.904025,752.0201174,608.9547138,458.2411667,489.0336052,402.0009166,379.9927972,370.5216171,194.3046807,163.2006774,140.1545523,38.85344713,50.06925632,13.70490773,1.829779486,0.385504205,3.352368692,11.30349632,22.69582219,21.33237609,43.29007365,28.96401695,81.98590782,47.01345584,89.05224706,1.515557724,1.515557724,1.515557724,1.515557724,1.515557724,-2.199035894,1.492761299,2.27141108,-1.983563532,3.001750848,-4.429030737,1.0104192,-2.26224383,1.283418522,-1.831950375,0.76343748,-0.039552307,1.508510047,0.831084865,0.561941317,0.488286416,-0.372432506,-0.073665106,-0.440758477,0.380995314,-0.155240892,-0.188987019,-0.284565254,0.068692955,0.068692955,0.068692955,0.068692955,0.068692955,2.856546347,2.856546347,2.856546347,2.856546347,2.856546347,-0.596926394,0.18116806,-3.370103972,3.796027056,-4.647901064,3.583687107,-2.150007683,0.830785555,-1.910557892,2.208509669,0.955967449,1.066519443,-0.607141917,-0.44864735,-0.6404308,-0.564091136,0.107983401,0.225610863,0.137354045,-0.081412167,0.01834503,-0.244367938,-0.184831089,0.427071064,0.427071064,0.427071064,0.427071064,0.427071064,0.398588687,0.293917447,0.366691351,0.336409986,0.339952946,0.514463663,0.320494056,0.252956182,0.25228107,0.41590032,0.461377233,0.361620069,-0.00756807,0.080462659,-0.091460931,-0.025790113,-0.016460473,0.002982472,1285.370259,1660.391744,2477.151043,0.063742417,0.020713143,117.4538352,classical
-1.489664346,16.64342619,-17.47401646,-117.3952204,83.51898796,-92.71479828,103.4897492,-34.65293281,57.93669905,-36.99577158,13.34854967,-36.80342093,17.91371439,0.61103169,5.10717043,-4.282518272,-8.105345118,3.21388207,-3.681315946,10.53976556,-3.688865622,1.968373732,-0.999109467,-0.353946587,1.719752414,-2.760940511,1.516361403,-2.776926632,4.023988107,-1.544241663,1.883917015,-0.281454358,3.284781776,0.465912534,433.7599975,437.6572454,1140.847686,983.2550656,1378.46979,1890.411134,1040.484146,651.225186,638.4682294,612.7947796,595.2431442,476.6992225,486.0748294,419.4866262,396.104364,307.6012204,212.1551749,120.0830013,62.88332196,44.10002579,14.63399064,1.511666234,0.463493737,5.901727678,15.27606591,16.94421223,28.3672822,36.18515528,44.30437067,54.5059664,90.97733947,61.4373201,5.840405503,5.840405503,5.840405503,5.840405503,5.840405503,3.285511533,6.18976498,2.962348107,-4.621870002,1.128101495,-6.126534007,0.712864059,-2.41827871,2.478536527,-0.083320374,1.943014003,-1.111744848,0.218497614,0.174773315,0.575573789,0.423165421,-0.446562556,-0.176941551,-0.739847571,0.320657694,-0.067175333,0.209228433,0.095391452,0.261106202,0.261106202,0.261106202,0.261106202,0.261106202,5.774491607,5.774491607,5.774491607,5.774491607,5.774491607,-0.855182324,-4.832119191,-10.07141905,2.290207216,-3.526762307,6.890113451,-0.331596743,2.631342965,-2.130040339,-0.178872984,-1.146613715,1.396576251,0.364045679,0.071417079,-0.693749933,-0.56319199,-0.09135721,0.004594982,0.440087654,0.03927181,0.126194176,0.063536543,0.006988112,0.183134339,0.183134339,0.183134339,0.183134339,0.183134339,0.443533897,0.231409922,0.309289545,0.190546125,0.30401665,0.461481154,0.171683088,0.140019134,0.110995091,0.24215354,0.261300683,0.30007869,0.041115451,0.142043296,-0.110422927,0.05101423,-0.041430766,-0.000937362,1211.870725,1338.321479,2105.465974,0.070939751,0.043788467,129.1992188,classical
-1.59506835,13.05637368,-10.25434426,-96.04099779,68.72859999,-106.1599244,84.40411734,-42.94448319,50.54793785,-30.26525437,22.53542143,-25.63818923,2.203164753,-12.28015687,-1.864436047,5.368051145,-3.522341583,1.249565228,-4.939399152,8.885472432,-0.993250345,2.660524031,-0.593180887,-0.395380274,1.505286263,-2.741805215,1.073077128,-2.40306132,4.624809882,0.337843141,1.82488295,-2.869141198,2.897833131,0.703361838,328.7497979,244.3391217,414.5478478,596.8280023,639.0737076,1262.818518,1262.187177,837.4840188,747.7170886,685.1370459,617.273841,346.1309025,429.5555383,418.480776,231.586737,234.5097661,206.4561472,94.35353279,59.82928361,43.20734544,9.055829246,1.224441455,0.486206002,6.264328395,13.46844802,17.41113928,18.33542506,24.67628566,37.79036646,33.5095678,83.61780559,57.79406242,3.662790846,3.662790846,3.662790846,3.662790846,3.662790846,2.183148011,5.922340166,4.349414319,-2.25991164,2.258604731,-5.752395261,0.860849233,-2.41371473,1.763847822,-0.383980393,2.367808227,0.674046923,1.133234429,0.16094215,-0.12496962,0.294052717,-0.246551025,-0.148179315,-0.794355732,0.137792932,0.031927959,0.307495279,0.012912931,0.157211594,0.157211594,0.157211594,0.157211594,0.157211594,5.695041282,5.695041282,5.695041282,5.695041282,5.695041282,0.935135578,-1.402150053,-6.73606695,0.955829196,-6.057406801,4.3337227,-0.6034296,3.414755365,-0.600307106,1.054796945,-0.899936756,0.048685817,-0.615851569,-0.108216818,0.004958887,-0.395356162,-0.346284409,-0.207773722,0.379044074,0.26595923,0.315080396,0.1104877,-0.211399509,0.007444911,0.007444911,0.007444911,0.007444911,0.007444911,0.310784876,0.210079983,0.325474203,0.214383364,0.286447048,0.458134055,0.223038733,0.167674124,0.154977411,0.359777719,0.455260634,0.266097009,0.002114268,0.119540964,-0.125448696,-0.072719061,-0.012405853,-0.008918762,1360.163648,1572.575901,2568.921125,0.072137985,0.037281636,161.4990234,classical
-2.49266357,24.67948836,5.7963976,-84.13459202,88.06198822,-96.25466423,102.0772925,-26.07100365,52.07017266,-37.06142696,25.02019247,-24.56293759,14.5289791,-7.3158621,4.160342451,4.274132239,-11.7452996,-7.371602675,-8.540236536,10.55728424,-0.023641646,4.398984276,-0.722772663,-0.12731897,2.855798188,-1.083471328,2.067096917,-2.634596297,2.069470839,-4.99266039,2.349763928,4.901781473,2.280334437,0.346754155,325.9580707,387.6353014,534.6881859,697.5341617,1007.652421,1018.047987,1125.543544,782.5825856,712.1671156,764.7541077,944.0050519,656.2891048,568.3842147,519.7888261,451.3539788,363.5979573,365.8295625,165.1013779,119.0939872,64.59752339,17.5937199,1.439012781,0.429766685,6.196000378,17.33153794,16.46131154,29.74037966,46.31616165,38.53867216,77.86278025,86.53814969,81.55760795,4.107359775,4.107359775,4.107359775,4.107359775,4.107359775,0.366669082,3.605245068,1.959009752,-4.069357999,1.15127367,-6.633104556,0.444182822,-2.595463933,0.929472066,-2.060437906,0.920935287,-0.693965614,0.834646671,0.370238308,0.791992413,1.493564501,0.621204869,0.145660726,-0.898027447,-0.135078416,-0.583218401,-0.090494293,0.179704913,0.231019555,0.231019555,0.231019555,0.231019555,0.231019555,3.941163892,3.941163892,3.941163892,3.941163892,3.941163892,-0.794930761,-2.31293159,-7.109336947,2.255177185,-4.865729381,5.963988859,-0.092549018,1.985933151,-2.511453163,0.398550015,-0.409687773,1.626496852,0.694630222,0.79602477,-0.028018491,-1.041294695,-0.942128799,-0.423704174,0.380736561,0.04836972,-0.10199245,-0.01692866,0.435288339,0.483720659,0.483720659,0.483720659,0.483720659,0.483720659,0.588828087,0.347067773,0.147342116,0.140655696,0.211451948,0.285761416,0.206035748,0.28721866,0.272543967,0.187406167,0.285749137,0.380387843,-0.039047085,0.075685418,0.00399977,0.159819741,0.006133189,0.012713505,1171.477079,1466.896056,2235.389628,0.060864088,0.016472353,117.4538352,classical
